blue	750	502	804
blue	750	502	803
blue	750	502	804
blue	750	502	804
blue	750	502	805
blue	750	502	804
blue	750	503	804
blue	749	502	804
blue	750	502	804
blue	750	503	804
blue	750	502	804
blue	750	503	804
blue	750	503	804
blue	750	503	804
blue	750	503	804
blue	750	503	804
blue	750	503	804
blue	750	503	805
blue	750	503	804
blue	749	503	804
blue	750	503	804
blue	750	503	804
blue	750	503	804
blue	750	502	804
blue	750	503	805
blue	750	502	805
blue	750	503	805
blue	750	503	804
blue	750	503	804
blue	750	503	805
blue	750	503	804
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	804
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	749	503	805
blue	749	503	805
blue	749	503	805
blue	750	502	805
blue	750	502	805
blue	750	502	805
blue	750	502	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	502	805
blue	750	503	805
blue	750	503	805
blue	749	503	805
blue	749	502	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	749	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	806
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	805
blue	750	503	806
blue	750	503	805
blue	750	503	805
green	771	411	703
green	771	411	703
green	771	411	703
green	771	411	703
green	771	411	703
green	771	411	702
green	771	411	702
green	771	412	703
green	771	411	703
green	771	411	703
green	771	411	703
green	771	411	703
green	771	411	703
green	771	411	703
green	772	412	703
green	772	412	703
green	771	412	703
green	771	412	703
green	771	411	703
green	771	411	703
green	771	412	703
green	771	411	703
green	771	411	703
green	771	411	703
green	771	411	703
green	771	411	703
green	771	411	703
green	771	411	703
green	771	411	703
green	771	411	703
green	771	411	703
green	771	411	703
green	771	411	703
green	771	412	703
green	771	411	703
green	771	411	703
green	771	412	703
green	771	412	703
green	771	412	702
green	771	411	703
green	771	412	703
green	771	412	703
green	771	412	703
green	771	411	703
green	771	411	703
green	771	412	703
